<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.02.14	00:00:00	1853.58	1870.65	1843.33	1854.38	181507	0	0
2023.02.15	00:00:00	1853.62	1860.12	1830.51	1835.86	172781	0	0
2023.02.16	00:00:00	1836.57	1845.30	1827.62	1836.42	164720	0	0
2023.02.17	00:00:00	1835.22	1843.63	1818.93	1841.96	164562	0	0
2023.02.20	00:00:00	1841.27	1847.52	1837.31	1841.24	90227	0	0
2023.02.21	00:00:00	1842.25	1843.87	1830.25	1834.94	154483	0	0
2023.02.22	00:00:00	1834.97	1846.02	1823.54	1825.18	157447	0	0
2023.02.23	00:00:00	1825.47	1833.79	1817.54	1822.28	154047	0	0
2023.02.24	00:00:00	1822.92	1827.85	1808.97	1811.19	161544	0	0
2023.02.27	00:00:00	1812.02	1820.14	1806.68	1817.22	147215	0	0
2023.02.28	00:00:00	1817.24	1831.17	1804.80	1826.68	149660	0	0
2023.03.01	00:00:00	1826.87	1844.62	1823.09	1836.61	159025	0	0
2023.03.02	00:00:00	1837.55	1838.99	1830.01	1835.65	150385	0	0
2023.03.03	00:00:00	1836.27	1856.34	1836.27	1854.68	142484	0	0
2023.03.06	00:00:00	1853.77	1858.31	1845.11	1846.60	135933	0	0
2023.03.07	00:00:00	1846.02	1851.67	1812.74	1813.02	153711	0	0
2023.03.08	00:00:00	1813.99	1824.28	1809.42	1813.85	150661	0	0
2023.03.09	00:00:00	1814.50	1835.63	1811.95	1830.79	140354	0	0
2023.03.10	00:00:00	1830.93	1870.14	1827.75	1867.33	203319	0	0
2023.03.13	00:00:00	1883.06	1914.60	1871.53	1913.52	294746	0	0
2023.03.14	00:00:00	1911.97	1914.15	1895.46	1903.92	227785	0	0
2023.03.15	00:00:00	1904.36	1937.36	1885.68	1918.15	248471	0	0
2023.03.16	00:00:00	1918.96	1933.49	1907.53	1919.35	236714	0	0
2023.03.17	00:00:00	1919.77	1987.72	1918.25	1986.14	217545	0	0
2023.03.20	00:00:00	1985.40	2009.75	1965.85	1978.83	257655	0	0
2023.03.21	00:00:00	1978.71	1985.19	1935.43	1940.52	201739	0	0
2023.03.22	00:00:00	1939.80	1978.82	1934.28	1969.70	202404	0	0
2023.03.23	00:00:00	1967.73	2003.29	1964.54	1993.71	226421	0	0
2023.03.24	00:00:00	1992.68	2002.88	1975.21	1977.57	217352	0	0
2023.03.27	00:00:00	1976.57	1978.73	1944.06	1956.40	189368	0	0
2023.03.28	00:00:00	1957.55	1975.29	1949.14	1973.57	164159	0	0
2023.03.29	00:00:00	1974.04	1974.41	1958.70	1964.38	142093	0	0
2023.03.30	00:00:00	1963.86	1984.32	1955.37	1980.21	150600	0	0
2023.03.31	00:00:00	1979.93	1987.54	1966.90	1969.28	156985	0	0
2023.04.03	00:00:00	1966.26	1990.49	1949.76	1984.41	168026	0	0
2023.04.04	00:00:00	1985.44	2024.98	1976.95	2020.52	156719	0	0
2023.04.05	00:00:00	2020.45	2032.10	2009.94	2020.71	122102	0	0
2023.04.06	00:00:00	2021.12	2021.32	2000.90	2007.04	120205	0	0
2023.04.10	00:00:00	1997.42	2006.44	1981.66	1991.18	101223	0	0
2023.04.11	00:00:00	1991.38	2007.46	1988.80	2003.48	109076	0	0
2023.04.12	00:00:00	2003.20	2028.26	2001.43	2014.81	160587	0	0
2023.04.13	00:00:00	2014.39	2048.71	2013.98	2039.98	144627	0	0
2023.04.14	00:00:00	2040.17	2047.42	1992.43	2004.64	168482	0	0
2023.04.17	00:00:00	2000.96	2015.06	1981.25	1995.04	146270	0	0
2023.04.18	00:00:00	1994.57	2011.87	1991.30	2005.27	135909	0	0
2023.04.19	00:00:00	2005.18	2008.17	1969.24	1994.62	159793	0	0
2023.04.20	00:00:00	1994.17	2012.34	1990.48	2004.69	144379	0	0
2023.04.21	00:00:00	2004.03	2005.53	1971.66	1982.65	157490	0	0
2023.04.24	00:00:00	1982.20	1990.84	1974.12	1989.00	139420	0	0
2023.04.25	00:00:00	1991.36	2003.83	1976.14	1997.07	165765	0	0
2023.04.26	00:00:00	1996.83	2009.33	1983.33	1989.29	171020	0	0
2023.04.27	00:00:00	1989.64	2003.23	1974.14	1987.81	155599	0	0
2023.04.28	00:00:00	1987.50	1995.02	1976.35	1989.69	165816	0	0
2023.05.01	00:00:00	1989.91	2006.02	1977.07	1982.46	132721	0	0
2023.05.02	00:00:00	1981.71	2019.39	1978.44	2016.55	155620	0	0
2023.05.03	00:00:00	2016.14	2040.35	2007.39	2038.72	155908	0	0
2023.05.04	00:00:00	2061.13	2062.76	2030.37	2050.12	218650	0	0
2023.05.05	00:00:00	2049.18	2053.00	1999.49	2015.99	158343	0	0
2023.05.08	00:00:00	2016.20	2029.38	2014.24	2021.36	128105	0	0
2023.05.09	00:00:00	2020.81	2037.63	2019.52	2034.42	126766	0	0
2023.05.10	00:00:00	2034.32	2048.20	2021.56	2030.21	149905	0	0
2023.05.11	00:00:00	2029.89	2041.21	2011.18	2014.95	169687	0	0
2023.05.12	00:00:00	2015.26	2022.57	2000.95	2010.82	158967	0	0
2023.05.15	00:00:00	2008.56	2022.12	2008.56	2016.37	135237	0	0
2023.05.16	00:00:00	2016.47	2018.32	1985.51	1988.83	157203	0	0
2023.05.17	00:00:00	1988.21	1993.06	1975.05	1981.57	143127	0	0
2023.05.18	00:00:00	1982.26	1986.00	1951.95	1957.42	147765	0	0
2023.05.19	00:00:00	1958.32	1984.18	1954.05	1977.68	168360	0	0
2023.05.22	00:00:00	1978.11	1982.63	1968.94	1971.71	157926	0	0
2023.05.23	00:00:00	1971.74	1977.70	1954.28	1974.95	174814	0	0
2023.05.24	00:00:00	1976.39	1985.29	1956.76	1957.21	168372	0	0
2023.05.25	00:00:00	1958.40	1964.77	1938.90	1940.73	169308	0	0
2023.05.26	00:00:00	1941.19	1957.25	1936.78	1946.51	159080	0	0
2023.05.29	00:00:00	1943.31	1949.73	1940.26	1943.00	68937	0	0
2023.05.30	00:00:00	1943.36	1963.53	1932.08	1959.28	166615	0	0
2023.05.31	00:00:00	1958.81	1974.77	1953.69	1962.60	176956	0	0
2023.06.01	00:00:00	1963.46	1983.12	1953.36	1977.44	165124	0	0
2023.06.02	00:00:00	1977.05	1983.44	1947.99	1948.27	158104	0	0
2023.06.05	00:00:00	1947.41	1964.03	1938.13	1961.74	149557	0	0
2023.06.06	00:00:00	1961.20	1966.38	1954.37	1963.27	137947	0	0
2023.06.07	00:00:00	1963.18	1970.20	1939.82	1939.87	149362	0	0
2023.06.08	00:00:00	1940.08	1970.53	1940.07	1965.52	144575	0	0
2023.06.09	00:00:00	1966.06	1973.01	1956.61	1960.48	126650	0	0
2023.06.12	00:00:00	1959.69	1966.99	1949.21	1957.42	138063	0	0
2023.06.13	00:00:00	1957.12	1971.06	1940.04	1943.44	152240	0	0
2023.06.14	00:00:00	1943.46	1960.27	1939.69	1941.81	149283	0	0
2023.06.15	00:00:00	1943.57	1960.28	1924.67	1957.95	169396	0	0
2023.06.16	00:00:00	1957.50	1967.91	1953.30	1957.38	152568	0	0
2023.06.19	00:00:00	1958.45	1958.71	1947.84	1950.41	83137	0	0
2023.06.20	00:00:00	1951.34	1956.77	1929.79	1936.19	144088	0	0
2023.06.21	00:00:00	1936.47	1939.51	1919.22	1932.69	158486	0	0
2023.06.22	00:00:00	1933.33	1934.94	1912.38	1913.70	132518	0	0
2023.06.23	00:00:00	1914.33	1937.32	1910.12	1921.48	142908	0	0
2023.06.26	00:00:00	1923.01	1933.36	1921.56	1923.06	121349	0	0
2023.06.27	00:00:00	1923.78	1930.69	1910.88	1913.56	125760	0	0
2023.06.28	00:00:00	1914.53	1917.21	1902.84	1907.33	124398	0	0
2023.06.29	00:00:00	1907.83	1913.09	1893.00	1908.18	133372	0	0
2023.06.30	00:00:00	1908.77	1922.75	1900.56	1919.18	126373	0	0
2023.07.03	00:00:00	1918.54	1931.00	1910.06	1921.48	114126	0	0
2023.07.04	00:00:00	1921.12	1930.71	1919.91	1925.82	69728	0	0
2023.07.05	00:00:00	1926.08	1935.05	1914.82	1915.14	127873	0	0
2023.07.06	00:00:00	1916.31	1927.62	1902.69	1910.86	148553	0	0
2023.07.07	00:00:00	1910.93	1934.90	1909.57	1925.15	148212	0	0
2023.07.10	00:00:00	1925.18	1928.18	1912.69	1925.23	126654	0	0
2023.07.11	00:00:00	1925.30	1938.47	1924.40	1932.14	133893	0	0
2023.07.12	00:00:00	1932.27	1959.70	1932.27	1957.38	148977	0	0
2023.07.13	00:00:00	1957.82	1963.56	1952.42	1960.46	147876	0	0
2023.07.14	00:00:00	1960.49	1963.75	1951.00	1955.35	150667	0	0
2023.07.17	00:00:00	1954.94	1959.84	1945.80	1954.87	128327	0	0
2023.07.18	00:00:00	1954.64	1984.36	1954.64	1978.79	165883	0	0
2023.07.19	00:00:00	1979.01	1980.91	1969.78	1976.89	157972	0	0
2023.07.20	00:00:00	1978.04	1987.46	1965.38	1969.40	170564	0	0
2023.07.21	00:00:00	1970.48	1973.77	1956.85	1961.91	156504	0	0
2023.07.24	00:00:00	1962.35	1967.85	1953.44	1954.80	147626	0	0
2023.07.25	00:00:00	1955.11	1965.70	1951.50	1964.88	138471	0	0
2023.07.26	00:00:00	1964.89	1978.35	1962.03	1972.13	156199	0	0
2023.07.27	00:00:00	1971.19	1982.14	1942.60	1945.56	160941	0	0
2023.07.28	00:00:00	1946.74	1963.53	1945.48	1959.04	160905	0	0
2023.07.31	00:00:00	1959.78	1972.38	1951.25	1965.42	128175	0	0
2023.08.01	00:00:00	1965.67	1966.00	1941.27	1944.09	131248	0	0
2023.08.02	00:00:00	1950.36	1954.81	1933.12	1934.80	146055	0	0
2023.08.03	00:00:00	1935.30	1938.89	1929.56	1934.08	141544	0	0
